rowid,utility_id_ferc1,utility_id_ferc1_label,utility_id_pudl,utility_id_pudl_label,utility_name_ferc1,report_year,rate_schedule_type,billing_status,rate_schedule_description,sales_mwh,dollar_value,avg_customers_per_month,kwh_per_customer,revenue_per_kwh,Conatins CARE/FERA?,record_id
272419,161,"Duke Energy Florida, Inc.",91,"Duke Energy Florida, Inc","Duke Energy Florida, Inc.",2022,residential,billed,LS1U - Lighting Service Unmetered,24256,2257307,37150,653,0.093099996,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000136_ls1u__lighting_service_unmetered_residential_sales
272420,161,"Duke Energy Florida, Inc.",91,"Duke Energy Florida, Inc","Duke Energy Florida, Inc.",2022,residential,billed,RSL1 - Residential Load Management,5527798,851278592,430542,12839,0.153999999,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000136_rsl1__residential_load_management_residential_sales
272421,161,"Duke Energy Florida, Inc.",91,"Duke Energy Florida, Inc","Duke Energy Florida, Inc.",2022,residential,billed,RSS1 - Residential Seasonal Service,58,8250,25,2377,0.142199993,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000136_rss1__residential_seasonal_service_residential_sales
272422,161,"Duke Energy Florida, Inc.",91,"Duke Energy Florida, Inc","Duke Energy Florida, Inc.",2022,residential,billed,RSSL1 - Residential Seasonal Service LM,26,3984,14,1959,0.153200001,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000136_rssl1__residential_seasonal_service_lm_residential_sales
272439,414,Pioneer Power and Light Company,259,Pioneer Power and Light Company,Pioneer Power and Light Company,2022,residential,billed,,12345,2053713,2017,6120,0.1664,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c011644_total
272440,414,Pioneer Power and Light Company,259,Pioneer Power and Light Company,Pioneer Power and Light Company,2022,residential,billed,RG-1 Residential,12285,2045363,2010,6112,0.166500002,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c011644_1
272441,414,Pioneer Power and Light Company,259,Pioneer Power and Light Company,Pioneer Power and Light Company,2022,residential,billed,RG-2 Residential,60,8350,7,8571,0.139200002,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c011644_2
272442,233,"entergy new orleans, llc",110,Entergy New Orleans Inc,"entergy new orleans, llc",2022,residential,billed,RS - Residential Serv. - Algiers,,8,,,,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c007667_rs__residential_serv__algiers
272443,233,"entergy new orleans, llc",110,Entergy New Orleans Inc,"entergy new orleans, llc",2022,residential,billed,ODSL - Outdoor Dir. Sec. Lght,2019,493894,137,14737,0.244599998,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c007667_odsl__outdoor_dir_sec_lght
272444,233,"entergy new orleans, llc",110,Entergy New Orleans Inc,"entergy new orleans, llc",2022,residential,billed,ONW - Outdoor Nightwatchman,163,30878,3,54333,0.189400002,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c007667_onw__outdoor_nightwatchman
272445,233,"entergy new orleans, llc",110,Entergy New Orleans Inc,"entergy new orleans, llc",2022,residential,billed,HPSV-NW - Hi Press. Sod. Lght,236,69916,18,13111,0.296299994,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c007667_hpsvnw__hi_press_sod_lght
272446,233,"entergy new orleans, llc",110,Entergy New Orleans Inc,"entergy new orleans, llc",2022,residential,billed,RES - Residential Service,2361930,328162656,187602,12590,0.138899997,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c007667_res__residential_service
272447,233,"entergy new orleans, llc",110,Entergy New Orleans Inc,"entergy new orleans, llc",2022,residential,billed,,2364348,328757376,187760,12592,0.138999999,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c007667_total
276377,315,NorthWestern Corporation,226,NorthWestern Energy,NorthWestern Corporation,2022,commercial,billed,SD 17 Irrigation Power,359,51752,16,22438,0.144199997,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001789_sd_17_irrigation_power
276378,315,NorthWestern Corporation,226,NorthWestern Energy,NorthWestern Corporation,2022,commercial,billed,SD 34 Industrial Power,332880,31606348,426,781408,0.094899997,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001789_sd_34_industrial_power
276379,315,NorthWestern Corporation,226,NorthWestern Energy,NorthWestern Corporation,2022,commercial,billed,SD 33 Industrial Power,161419,21782952,2095,77050,0.134900004,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001789_sd_33_industrial_power
276380,315,NorthWestern Corporation,226,NorthWestern Energy,NorthWestern Corporation,2022,commercial,billed,SD 25 Comm Heating,40431,4130131,802,50413,0.102200001,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001789_sd_25_comm_heating
276381,315,NorthWestern Corporation,226,NorthWestern Energy,NorthWestern Corporation,2022,commercial,billed,MT Irrigation,103551,12999841,2019,51288,0.125499994,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001789_mt_irrigation
276382,315,NorthWestern Corporation,226,NorthWestern Energy,NorthWestern Corporation,2022,commercial,billed,SD 23 Comm Water Heat,566,54804,59,9593,0.096799999,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001789_sd_23_comm_water_heat
276383,315,NorthWestern Corporation,226,NorthWestern Energy,NorthWestern Corporation,2022,commercial,billed,SD 95 Reddy Guard,3560,529579,176,20227,0.148800001,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001789_sd_95_reddy_guard
276384,315,NorthWestern Corporation,226,NorthWestern Energy,NorthWestern Corporation,2022,commercial,billed,,3650040,429506464,87947,41503,0.117700003,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001789_total
276385,315,NorthWestern Corporation,226,NorthWestern Energy,NorthWestern Corporation,2022,commercial,billed,SD 21 General Service,73225,11626328,8589,8525,0.158800006,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001789_sd_21_general_service
276386,315,NorthWestern Corporation,226,NorthWestern Energy,NorthWestern Corporation,2022,commercial,billed,SD 16 Inter Irrigation,2645,266166,68,38897,0.100599997,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001789_sd_16_inter_irrigation
276387,315,NorthWestern Corporation,226,NorthWestern Energy,NorthWestern Corporation,2022,commercial,billed,SD 24 Comm Space Heat,42250,3019550,586,72099,0.071500003,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001789_sd_24_comm_space_heat
276388,315,NorthWestern Corporation,226,NorthWestern Energy,NorthWestern Corporation,2022,commercial,billed,SD 70 Controlled Off-Peak,834,108620,3,278000,0.130199999,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001789_sd_70_controlled_offpeak
276389,315,NorthWestern Corporation,226,NorthWestern Energy,NorthWestern Corporation,2022,commercial,billed,MT General Service - 1,2888320,343103392,73093,39516,0.118799999,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001789_mt_general_service__1
276390,315,NorthWestern Corporation,226,NorthWestern Energy,NorthWestern Corporation,2022,commercial,billed,"SD 73 Small Qual Facil Rider, 38 P to P",,226995,15,,0,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001789_sd_73_small_qual_facil_rider_38_p_to_p
276391,315,NorthWestern Corporation,226,NorthWestern Energy,NorthWestern Corporation,2022,commercial,billed,MT General Service - 1 Unbilled,211718,24698352,,,,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001789_mt_general_service__1_unbilled
276392,265,"Unitil Energy Systems, Inc.",336,"Unitil Energy Systems, Inc.","Unitil Energy Systems, Inc.",2022,commercial,billed,,166661,52646684,10999,15152,0.315899998,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001222_total
276393,265,"Unitil Energy Systems, Inc.",336,"Unitil Energy Systems, Inc.","Unitil Energy Systems, Inc.",2022,commercial,billed,-,,,,,,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001222_
276394,264,Fitchburg Gas and Electric Light Company,119,Fitchburg Gas and Electric Light Company,Fitchburg Gas and Electric Light Company,2022,commercial,billed,G2 Commercial,30938,16788448,1508,20516,0.542599976,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001221_g2_commercial
276395,264,Fitchburg Gas and Electric Light Company,119,Fitchburg Gas and Electric Light Company,Fitchburg Gas and Electric Light Company,2022,commercial,billed,G4 Commercial,296,70276,3,98667,0.237399995,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001221_g4_commercial
276396,264,Fitchburg Gas and Electric Light Company,119,Fitchburg Gas and Electric Light Company,Fitchburg Gas and Electric Light Company,2022,commercial,billed,G5 Commercial,129,67571,8,16108,0.524399996,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001221_g5_commercial
276397,264,Fitchburg Gas and Electric Light Company,119,Fitchburg Gas and Electric Light Company,Fitchburg Gas and Electric Light Company,2022,commercial,billed,,35278,18766506,4031,8752,0.532000005,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001221_total
276398,264,Fitchburg Gas and Electric Light Company,119,Fitchburg Gas and Electric Light Company,Fitchburg Gas and Electric Light Company,2022,commercial,billed,G1 Commercial,3915,1840212,2512,1559,0.469999999,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001221_g1_commercial
276399,258,"UNS Electric, Inc.",339,"UNS Electric, Inc","UNS Electric, Inc.",2022,commercial,billed,EGSGSDT SGS Demand Time-of-Use,3544,419931,348,10184,0.118500002,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001187_egsgsdt_sgs_demand_timeofuse
276400,258,"UNS Electric, Inc.",339,"UNS Electric, Inc","UNS Electric, Inc.",2022,commercial,billed,EGSGST SGS Time-of-Use,1763,247971,212,8316,0.140699998,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001187_egsgst_sgs_timeofuse
276401,258,"UNS Electric, Inc.",339,"UNS Electric, Inc","UNS Electric, Inc.",2022,commercial,billed,EGSGSD SGS Peak Demand,5276,517181,88,59955,0.097999997,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001187_egsgsd_sgs_peak_demand
276402,258,"UNS Electric, Inc.",339,"UNS Electric, Inc","UNS Electric, Inc.",2022,commercial,billed,EGLTG Lighting Service C,1299,265153,632,2055,0.204099998,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001187_egltg_lighting_service_c
276403,258,"UNS Electric, Inc.",339,"UNS Electric, Inc","UNS Electric, Inc.",2022,commercial,billed,,712890,84650744,10849,65710,0.118699998,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001187_total
276404,258,"UNS Electric, Inc.",339,"UNS Electric, Inc","UNS Electric, Inc.",2022,commercial,billed,EGSGS SGS Basic (Small General Service),144725,18646080,8911,16241,0.128800005,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001187_egsgs_sgs_basic_small_general_service
276405,258,"UNS Electric, Inc.",339,"UNS Electric, Inc","UNS Electric, Inc.",2022,commercial,billed,EGMGST Medium General Service Time-of-Use,30447,3215390,36,845750,0.105599999,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001187_egmgst_medium_general_service_timeofuse
276406,258,"UNS Electric, Inc.",339,"UNS Electric, Inc","UNS Electric, Inc.",2022,commercial,billed,EGMGS Medium General Service,379560,47603880,1198,316828,0.125400007,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001187_egmgs_medium_general_service
276407,258,"UNS Electric, Inc.",339,"UNS Electric, Inc","UNS Electric, Inc.",2022,commercial,billed,EGIPS-F Interruptible Power Service,21903,2272952,29,755276,0.103799999,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001187_egipsf_interruptible_power_service
276408,258,"UNS Electric, Inc.",339,"UNS Electric, Inc","UNS Electric, Inc.",2022,commercial,billed,Less: Commercial Tax Reform Refunds,,-1581914,0,,,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001187_less_commercial_tax_reform_refunds
276409,258,"UNS Electric, Inc.",339,"UNS Electric, Inc","UNS Electric, Inc.",2022,commercial,billed,EGLGS Large General Service,124373,13044122,27,4606407,0.104900002,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001187_eglgs_large_general_service
276410,258,"UNS Electric, Inc.",339,"UNS Electric, Inc","UNS Electric, Inc.",2022,commercial,billed,Duplicate Commercial Customers,,,-632,,,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001187_duplicate_commercial_customers
276411,257,Tucson Electric Power Company,330,Tucson Electric Power Co,Tucson Electric Power Company,2022,commercial,billed,Duplicate Commercial Customers,,,-2837,,,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001184_duplicate_commercial_customers
276412,257,Tucson Electric Power Company,330,Tucson Electric Power Co,Tucson Electric Power Company,2022,commercial,billed,TGMGS Medium General Service,730790,98149248,1892,386253,0.134299994,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001184_tgmgs_medium_general_service
276413,257,Tucson Electric Power Company,330,Tucson Electric Power Co,Tucson Electric Power Company,2022,commercial,billed,TGMGST Medium General Service Time-of-Use,122434,15174641,329,372140,0.123899996,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001184_tgmgst_medium_general_service_timeofuse
276414,257,Tucson Electric Power Company,330,Tucson Electric Power Co,Tucson Electric Power Company,2022,commercial,billed,TGSGSD SGS Peak Demand (Small General Service Demand),1491,195061,29,51414,0.130799994,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001184_tgsgsd_sgs_peak_demand_small_general_service_demand
276415,257,Tucson Electric Power Company,330,Tucson Electric Power Co,Tucson Electric Power Company,2022,commercial,billed,TGLTG Lighting Service,4521,2037718,2837,1594,0.450700015,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001184_tgltg_lighting_service
276416,257,Tucson Electric Power Company,330,Tucson Electric Power Co,Tucson Electric Power Company,2022,commercial,billed,TGGSMHP-F Mobile Home Park Service (Frozen),22450,3012572,126,178175,0.134200007,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001184_tggsmhpf_mobile_home_park_service_frozen
276417,257,Tucson Electric Power Company,330,Tucson Electric Power Co,Tucson Electric Power Company,2022,commercial,billed,,1920927,261307568,39547,48573,0.136000007,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001184_total
276418,257,Tucson Electric Power Company,330,Tucson Electric Power Co,Tucson Electric Power Company,2022,commercial,billed,TGSGS SGS Basic (Small General Service),861905,122776968,34618,24898,0.142399997,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001184_tgsgs_sgs_basic_small_general_service
276419,257,Tucson Electric Power Company,330,Tucson Electric Power Co,Tucson Electric Power Company,2022,commercial,billed,TGSGSDT SGS Demand Time-of-Use,46018,5421082,606,75937,0.117799997,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001184_tgsgsdt_sgs_demand_timeofuse
276420,257,Tucson Electric Power Company,330,Tucson Electric Power Co,Tucson Electric Power Company,2022,commercial,billed,TGSGST SGS Time-of-Use (Small General Service TOU),32952,4599853,1378,23913,0.139599994,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001184_tgsgst_sgs_timeofuse_small_general_service_tou
276421,257,Tucson Electric Power Company,330,Tucson Electric Power Co,Tucson Electric Power Company,2022,commercial,billed,DCFCX Stand-Alone Electric Vehicle Charging,211,29514,2,105500,0.139899999,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001184_dcfcx_standalone_electric_vehicle_charging
276422,257,Tucson Electric Power Company,330,Tucson Electric Power Co,Tucson Electric Power Company,2022,commercial,billed,TGGSWP Water Pumping Service,98155,9910903,567,173113,0.101000004,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001184_tggswp_water_pumping_service
276423,163,Consumers Energy Company,81,Consumers Energy Co,Consumers Energy Company,2022,commercial,billed,,11632757,1560012544,224645,51783,0.134100005,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000191_total
276424,163,Consumers Energy Company,81,Consumers Energy Co,Consumers Energy Company,2022,commercial,billed,1455 OUTDOOR AREA LIGHTING (GML),6238,1271406,1585,3936,0.203799993,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000191_1455_outdoor_area_lighting_gml
276425,163,Consumers Energy Company,81,Consumers Energy Co,Consumers Energy Company,2022,commercial,billed,1999 GEN SVC SECONDARY (GS),267,43145,16,16688,0.161599994,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000191_1999_gen_svc_secondary_gs
276426,163,Consumers Energy Company,81,Consumers Energy Co,Consumers Energy Company,2022,commercial,billed,1280 GEN SVC PRIMARY (GPTU),1524825,156444880,708,2153708,0.102600001,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000191_1280_gen_svc_primary_gptu
276427,163,Consumers Energy Company,81,Consumers Energy Co,Consumers Energy Company,2022,commercial,billed,1200 GEN SERVICE PRIMARY (GP),527348,62581888,1139,462992,0.118699998,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000191_1200_gen_service_primary_gp
276428,163,Consumers Energy Company,81,Consumers Energy Co,Consumers Energy Company,2022,commercial,billed,1121 GEN SVC SECONDARY (GSTU),38445,5956735,845,45497,0.154899999,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000191_1121_gen_svc_secondary_gstu
276429,163,Consumers Energy Company,81,Consumers Energy Co,Consumers Energy Company,2022,commercial,billed,1220 GEN SVC PRIMARY DEMAND (GPD),2311447,215606288,779,2967198,0.0933,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000191_1220_gen_svc_primary_demand_gpd
276430,163,Consumers Energy Company,81,Consumers Energy Co,Consumers Energy Company,2022,commercial,billed,1100 GEN SERVCE SECONDARY (GS),4110384,687679360,198281,20730,0.167300001,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000191_1100_gen_servce_secondary_gs
276431,163,Consumers Energy Company,81,Consumers Energy Co,Consumers Energy Company,2022,commercial,billed,1500 GEN SVC UNMETERED (GU),86884,8565699,419,207360,0.0986,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000191_1500_gen_svc_unmetered_gu
276432,163,Consumers Energy Company,81,Consumers Energy Co,Consumers Energy Company,2022,commercial,billed,1140 GEN SVC DEMAND SECONDARY (GSD),64286,8293268,2091,30744,0.128999993,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000191_1140_gen_svc_demand_secondary_gsd
276433,163,Consumers Energy Company,81,Consumers Energy Co,Consumers Energy Company,2022,commercial,billed,1120 GEN SVC DEMAND SECONDARY (GSD),2962633,413569920,18782,157738,0.139599994,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000191_1120_gen_svc_demand_secondary_gsd
276434,252,Lockhart Power Company,167,Lockhart Power Co,Lockhart Power Company,2022,commercial,billed,C3,13914,1895359,1274,10921.50684,0.136199996,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001153_001
276435,252,Lockhart Power Company,167,Lockhart Power Co,Lockhart Power Company,2022,commercial,billed,GA,2778,322152,36,77166.66406,0.115999997,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001153_002
276436,252,Lockhart Power Company,167,Lockhart Power Co,Lockhart Power Company,2022,commercial,billed,OL,2998,510202,4013,747.0720215,0.170200005,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001153_003
276437,252,Lockhart Power Company,167,Lockhart Power Co,Lockhart Power Company,2022,commercial,billed,,19690,2727713,5323,3699.041992,0.138500005,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c001153_total
276438,173,Jersey Central Power & Light Company,156,Jersey Central Power & Lt Co,Jersey Central Power & Light Company,2022,commercial,billed,Rate GS,6550812,498425280,126871,51634,0.076099999,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000312_rate_gs
276439,173,Jersey Central Power & Light Company,156,Jersey Central Power & Lt Co,Jersey Central Power & Light Company,2022,commercial,billed,Rate OL,23992,4963018,882,27202,0.206900001,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000312_rate_ol
276440,173,Jersey Central Power & Light Company,156,Jersey Central Power & Lt Co,Jersey Central Power & Light Company,2022,commercial,billed,Rate GP,1019175,46885336,290,3514397,0.046,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000312_rate_gp
276441,173,Jersey Central Power & Light Company,156,Jersey Central Power & Lt Co,Jersey Central Power & Light Company,2022,commercial,billed,Rate GST,371563,20955724,162,2293599,0.056400001,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000312_rate_gst
276442,173,Jersey Central Power & Light Company,156,Jersey Central Power & Lt Co,Jersey Central Power & Light Company,2022,commercial,billed,,8840499,602098560,128356,68875,0.068099998,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000312_total
276443,173,Jersey Central Power & Light Company,156,Jersey Central Power & Lt Co,Jersey Central Power & Light Company,2022,commercial,billed,Rate GT,874891,30858656,115,7607748,0.035300002,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000312_rate_gt
276444,173,Jersey Central Power & Light Company,156,Jersey Central Power & Lt Co,Jersey Central Power & Light Company,2022,commercial,billed,Other,66,10588,36,1833,0.160400003,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000312_other
276445,174,Ohio Edison Company,234,Ohio Edison Company,Ohio Edison Company,2022,commercial,billed,GS-General Service Secondary,6062715,372981952,110530,54851,0.061500002,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000313_gsgeneral_service_secondary
276446,174,Ohio Edison Company,234,Ohio Edison Company,Ohio Edison Company,2022,commercial,billed,,6096347,378224736,112533,54174,0.061999999,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000313_total
276447,174,Ohio Edison Company,234,Ohio Edison Company,Ohio Edison Company,2022,commercial,billed,POL-Private Outdoor Lighting,33632,5242771,2003,16791,0.155900002,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000313_polprivate_outdoor_lighting
276448,175,"Cleveland Electric Illuminating Company, The",70,"Cleveland Electric Illuminating Company, The","Cleveland Electric Illuminating Company, The",2022,commercial,billed,GS-General Service Secondary,5731312,389970112,76840,74588,0.068000004,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000314_gsgeneral_service_secondary
276449,175,"Cleveland Electric Illuminating Company, The",70,"Cleveland Electric Illuminating Company, The","Cleveland Electric Illuminating Company, The",2022,commercial,billed,,5779152,398876832,81326,71062,0.068999998,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000314_total
276450,175,"Cleveland Electric Illuminating Company, The",70,"Cleveland Electric Illuminating Company, The","Cleveland Electric Illuminating Company, The",2022,commercial,billed,POL-Private Outdoor Lighting,47840,8906714,4486,10664,0.186199993,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000314_polprivate_outdoor_lighting
276451,176,"Toledo Edison Company, The",324,"Toledo Edison Company, The","Toledo Edison Company, The",2022,commercial,billed,GS-General Service Secondary,1739251,115617088,34729,50081,0.066500001,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000315_gsgeneral_service_secondary
276452,176,"Toledo Edison Company, The",324,"Toledo Edison Company, The","Toledo Edison Company, The",2022,commercial,billed,POL-Private Outdoor Lighting,8084,1276556,949,8518,0.157900006,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000315_polprivate_outdoor_lighting
276453,176,"Toledo Edison Company, The",324,"Toledo Edison Company, The","Toledo Edison Company, The",2022,commercial,billed,,1747335,116893648,35678,48975,0.0669,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000315_total
276454,240,THE POTOMAC EDISON COMPANY,321,THE POTOMAC EDISON COMPANY,THE POTOMAC EDISON COMPANY,2022,commercial,billed,PL - LED Outdoor Lighting,114,45507,9,12667,0.399199992,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000913_pl__led_outdoor_lighting
276455,240,THE POTOMAC EDISON COMPANY,321,THE POTOMAC EDISON COMPANY,THE POTOMAC EDISON COMPANY,2022,commercial,billed,Misc. Adjustments Not Maintained by Rate Code,,-5377123,,,,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000913_misc_adjustments_not_maintained_by_rate_code
276456,240,THE POTOMAC EDISON COMPANY,321,THE POTOMAC EDISON COMPANY,THE POTOMAC EDISON COMPANY,2022,commercial,billed,E - General Service,495464,50702108,3557,139293,0.102300003,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000913_e__general_service
276457,240,THE POTOMAC EDISON COMPANY,321,THE POTOMAC EDISON COMPANY,THE POTOMAC EDISON COMPANY,2022,commercial,billed,PH - Light & Power,1273130,54563104,1432,889057,0.0429,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000913_ph__light__power
276458,240,THE POTOMAC EDISON COMPANY,321,THE POTOMAC EDISON COMPANY,THE POTOMAC EDISON COMPANY,2022,commercial,billed,EM - Outdoor Lighting,2,11119,2,1000,,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000913_em__outdoor_lighting
276459,240,THE POTOMAC EDISON COMPANY,321,THE POTOMAC EDISON COMPANY,THE POTOMAC EDISON COMPANY,2022,commercial,billed,MSL - Mercury Vapor,217,66031,4,54250,0.30430001,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000913_msl__mercury_vapor
276460,240,THE POTOMAC EDISON COMPANY,321,THE POTOMAC EDISON COMPANY,THE POTOMAC EDISON COMPANY,2022,commercial,billed,G - General Service,846438,80620072,40176,21068,0.095200002,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000913_g__general_service
276461,240,THE POTOMAC EDISON COMPANY,321,THE POTOMAC EDISON COMPANY,THE POTOMAC EDISON COMPANY,2022,commercial,billed,PP - Power Service,106579,4481113,5,21315800,0.041999999,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000913_pp__power_service
276462,240,THE POTOMAC EDISON COMPANY,321,THE POTOMAC EDISON COMPANY,THE POTOMAC EDISON COMPANY,2022,commercial,billed,MU - Outdoor Lighting,911,57439,8,113875,0.063100003,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000913_mu__outdoor_lighting
276463,240,THE POTOMAC EDISON COMPANY,321,THE POTOMAC EDISON COMPANY,THE POTOMAC EDISON COMPANY,2022,commercial,billed,Y6 - Yard Lighting Service,30,7410,1,30000,0.246999994,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000913_y6__yard_lighting_service
276464,240,THE POTOMAC EDISON COMPANY,321,THE POTOMAC EDISON COMPANY,THE POTOMAC EDISON COMPANY,2022,commercial,billed,C - General,64616,5961536,3795,17027,0.092299998,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000913_c__general
276465,240,THE POTOMAC EDISON COMPANY,321,THE POTOMAC EDISON COMPANY,THE POTOMAC EDISON COMPANY,2022,commercial,billed,C-A - All Electric,18327,1244051,294,62337,0.067900002,No,sales_of_electricity_by_rate_schedules_account_442_commercial_304_2022_c000913_ca__all_electric
