rowid,utility_id_ferc1,utility_id_ferc1_label,utility_id_pudl,utility_id_pudl_label,utility_name_ferc1,report_year,rate_schedule_type,billing_status,rate_schedule_description,sales_mwh,dollar_value,avg_customers_per_month,kwh_per_customer,revenue_per_kwh,Conatins CARE/FERA?,record_id
269896,315,NorthWestern Corporation,226,NorthWestern Energy,NorthWestern Corporation,2022,residential,billed,SD 95 Reddy Guard,1481,228050,33,44879,0.153999999,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001789_sd_95_reddy_guard
269897,315,NorthWestern Corporation,226,NorthWestern Energy,NorthWestern Corporation,2022,residential,billed,MT Residential,2644997,327804992,316968,8345,0.123899996,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001789_mt_residential
269898,315,NorthWestern Corporation,226,NorthWestern Energy,NorthWestern Corporation,2022,residential,billed,MT Unbilled Revenue,222232,28533844,,,,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001789_mt_unbilled_revenue
269899,315,NorthWestern Corporation,226,NorthWestern Energy,NorthWestern Corporation,2022,residential,billed,,3241373,397613920,368037,8807,0.122699998,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001789_total
269900,315,NorthWestern Corporation,226,NorthWestern Energy,NorthWestern Corporation,2022,residential,billed,SD 11 Resid Space Htg 1 Meter,184885,19163874,10896,16968,0.103699997,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001789_sd_11_resid_space_htg_1_meter
269901,315,NorthWestern Corporation,226,NorthWestern Energy,NorthWestern Corporation,2022,residential,billed,SD 10 Residential,395117,49373792,39101,10105,0.125,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001789_sd_10_residential
269902,315,NorthWestern Corporation,226,NorthWestern Energy,NorthWestern Corporation,2022,residential,billed,SD 14 Resid Space Htg 2 Meters,14805,1037349,1032,14346,0.070100002,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001789_sd_14_resid_space_htg_2_meters
269903,315,NorthWestern Corporation,226,NorthWestern Energy,NorthWestern Corporation,2022,residential,billed,SD 15 Residential Dual-Fuel,88,5863,7,12571,0.066600002,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001789_sd_15_residential_dualfuel
269904,265,"Unitil Energy Systems, Inc.",336,"Unitil Energy Systems, Inc.","Unitil Energy Systems, Inc.",2022,residential,billed,,463039,118670448,67998,6810,0.256300002,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001222_total
269905,265,"Unitil Energy Systems, Inc.",336,"Unitil Energy Systems, Inc.","Unitil Energy Systems, Inc.",2022,residential,billed,#NAME?,463039,118670448,67998,6810,0.256300002,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001222__domestic
269906,265,"Unitil Energy Systems, Inc.",336,"Unitil Energy Systems, Inc.","Unitil Energy Systems, Inc.",2022,residential,billed,#NAME?,,,,,,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001222__employee
269907,264,Fitchburg Gas and Electric Light Company,119,Fitchburg Gas and Electric Light Company,Fitchburg Gas and Electric Light Company,2022,residential,billed,R2 Residential Fuel Assistance,26491,6606413,4911,5394,0.249400005,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001221_r2_residential_fuel_assistance
269908,264,Fitchburg Gas and Electric Light Company,119,Fitchburg Gas and Electric Light Company,Fitchburg Gas and Electric Light Company,2022,residential,billed,R1 Residential,89721,40602448,21171,4238,0.452499986,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001221_r1_residential
269909,264,Fitchburg Gas and Electric Light Company,119,Fitchburg Gas and Electric Light Company,Fitchburg Gas and Electric Light Company,2022,residential,billed,,116212,47208864,26082,4456,0.406199992,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001221_total
269910,258,"UNS Electric, Inc.",339,"UNS Electric, Inc","UNS Electric, Inc.",2022,residential,billed,ERRESD Peak Demand,2044,245201,168,12167,0.119999997,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001187_erresd_peak_demand
269911,258,"UNS Electric, Inc.",339,"UNS Electric, Inc","UNS Electric, Inc.",2022,residential,billed,Duplicate Residential Customers,,,-1113,,,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001187_duplicate_residential_customers
269912,258,"UNS Electric, Inc.",339,"UNS Electric, Inc","UNS Electric, Inc.",2022,residential,billed,EGLTG Lighting Servicer,648,122677,1113,582,0.189300001,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001187_egltg_lighting_servicer
269913,258,"UNS Electric, Inc.",339,"UNS Electric, Inc","UNS Electric, Inc.",2022,residential,billed,ERRESDT Demand Time-of-Use,7252,830401,565,12835,0.114500001,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001187_erresdt_demand_timeofuse
269914,258,"UNS Electric, Inc.",339,"UNS Electric, Inc","UNS Electric, Inc.",2022,residential,billed,ERRES Basic (Residential),789403,96107264,69113,11422,0.121699996,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001187_erres_basic_residential
269915,258,"UNS Electric, Inc.",339,"UNS Electric, Inc","UNS Electric, Inc.",2022,residential,billed,Residential CARES,79696,8141619,7543,10566,0.102200001,Yes,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001187_residential_cares
269916,258,"UNS Electric, Inc.",339,"UNS Electric, Inc","UNS Electric, Inc.",2022,residential,billed,ERREST Time-of-Use (Residential),146778,17260960,13016,11277,0.117600001,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001187_errest_timeofuse_residential
269917,258,"UNS Electric, Inc.",339,"UNS Electric, Inc","UNS Electric, Inc.",2022,residential,billed,,1025821,120556288,90405,11347,0.1175,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001187_total
269918,258,"UNS Electric, Inc.",339,"UNS Electric, Inc","UNS Electric, Inc.",2022,residential,billed,Less: Residential Tax Reform Refunds,,-2151834,,,,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001187_less_residential_tax_reform_refunds
269919,257,Tucson Electric Power Company,330,Tucson Electric Power Co,Tucson Electric Power Company,2022,residential,billed,TRRES Basic (Residential),3077752,430501216,321715,9567,0.139899999,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001184_trres_basic_residential
269920,257,Tucson Electric Power Company,330,Tucson Electric Power Co,Tucson Electric Power Company,2022,residential,billed,TRRESD Peak Demand,16046,2200968,1517,10577,0.137199998,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001184_trresd_peak_demand
269921,257,Tucson Electric Power Company,330,Tucson Electric Power Co,Tucson Electric Power Company,2022,residential,billed,TRREST Time-of-Use (Residential),296070,40265160,31273,9467,0.136000007,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001184_trrest_timeofuse_residential
269922,257,Tucson Electric Power Company,330,Tucson Electric Power Co,Tucson Electric Power Company,2022,residential,billed,,3865932,530497152,400751,9647,0.137199998,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001184_total
269923,257,Tucson Electric Power Company,330,Tucson Electric Power Co,Tucson Electric Power Company,2022,residential,billed,TRRSPT Special Residential Time-of-Use,12639,1614599,1125,11235,0.127700001,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001184_trrspt_special_residential_timeofuse
269924,257,Tucson Electric Power Company,330,Tucson Electric Power Co,Tucson Electric Power Company,2022,residential,billed,TRRESDT Demand Time-of-Use (Residential),70679,9230967,6232,11341,0.130600005,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001184_trresdt_demand_timeofuse_residential
269925,257,Tucson Electric Power Company,330,Tucson Electric Power Co,Tucson Electric Power Company,2022,residential,billed,TRRESCOF Residential Solar -Company Owned Program (Frozen),7002,719526,452,15491,0.102799997,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001184_trrescof_residential_solar_company_owned_program_frozen
269926,257,Tucson Electric Power Company,330,Tucson Electric Power Co,Tucson Electric Power Company,2022,residential,billed,TRRSP Special Residential Service,111522,14605160,9875,11293,0.130999997,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001184_trrsp_special_residential_service
269927,257,Tucson Electric Power Company,330,Tucson Electric Power Co,Tucson Electric Power Company,2022,residential,billed,TGLTG Lighting Service,551,202504,793,695,0.367500007,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001184_tgltg_lighting_service
269928,257,Tucson Electric Power Company,330,Tucson Electric Power Co,Tucson Electric Power Company,2022,residential,billed,Duplicate Residential Customers,,,-793,,,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001184_duplicate_residential_customers
269929,257,Tucson Electric Power Company,330,Tucson Electric Power Co,Tucson Electric Power Company,2022,residential,billed,TRSOTE Electric Vehicle Super Off-Peak,2171,281515,161,13484,0.129700005,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001184_trsote_electric_vehicle_super_offpeak
269930,257,Tucson Electric Power Company,330,Tucson Electric Power Co,Tucson Electric Power Company,2022,residential,billed,Residential Lifeline,256064,29001364,27100,9449,0.113300003,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001184_residential_lifeline
269931,257,Tucson Electric Power Company,330,Tucson Electric Power Co,Tucson Electric Power Company,2022,residential,billed,TRRGSH GoSolar Home Program,14240,1738608,1226,11615,0.122100003,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001184_trrgsh_gosolar_home_program
269932,257,Tucson Electric Power Company,330,Tucson Electric Power Co,Tucson Electric Power Company,2022,residential,billed,TRDSOTE Electric Vehicle Demand Super Off-Peak,1196,135543,75,15947,0.113300003,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001184_trdsote_electric_vehicle_demand_super_offpeak
269933,163,Consumers Energy Company,81,Consumers Energy Co,Consumers Energy Company,2022,residential,billed,1040 RESIDENTIAL SMART HOURS (RSH),136746,24411272,15723,8697,0.178499997,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000191_1040_residential_smart_hours_rsh
269934,163,Consumers Energy Company,81,Consumers Energy Co,Consumers Energy Company,2022,residential,billed,1000 RESIDENTIAL SERV,147420,27113020,15581,9462,0.183899999,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000191_1000_residential_serv
269935,163,Consumers Energy Company,81,Consumers Energy Co,Consumers Energy Company,2022,residential,billed,1005 RESIDENTIAL PEAK POWER SAVER,-2,-170,5,-400,0.085000001,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000191_1005_residential_peak_power_saver
269936,163,Consumers Energy Company,81,Consumers Energy Co,Consumers Energy Company,2022,residential,billed,1007 RESIDENTIAL DYNAMIC PRICING,,-115,,,0,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000191_1007_residential_dynamic_pricing
269937,163,Consumers Energy Company,81,Consumers Energy Co,Consumers Energy Company,2022,residential,billed,1050 RESIDENTIAL NIGHTTIME SAVERS (RPM),36588,6113162,3646,10035,0.167099997,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000191_1050_residential_nighttime_savers_rpm
269938,163,Consumers Energy Company,81,Consumers Energy Co,Consumers Energy Company,2022,residential,billed,,13018441,2341702912,1645580,7911,0.179900005,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000191_total
269939,163,Consumers Energy Company,81,Consumers Energy Co,Consumers Energy Company,2022,residential,billed,1010 RESIDENTIAL TOD SERV (RT),58,8359,1,58000,0.144099995,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000191_1010_residential_tod_serv_rt
269940,163,Consumers Energy Company,81,Consumers Energy Co,Consumers Energy Company,2022,residential,billed,1001 RESIDENTIAL SUMMER ON-PEAK (RSP),12697623,2284057344,1610624,7884,0.179900005,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000191_1001_residential_summer_onpeak
269941,163,Consumers Energy Company,81,Consumers Energy Co,Consumers Energy Company,2022,residential,billed,1008 RESIDENTIAL DYNAMIC PRICING,,-16,,,0,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000191_1008_residential_dynamic_pricing
269942,163,Consumers Energy Company,81,Consumers Energy Co,Consumers Energy Company,2022,residential,billed,1030 RESIDENTIAL ELECTRIC SERVICE (REV),8,46,,,0.0058,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000191_1030_residential_electric_service_rev
269943,252,Lockhart Power Company,167,Lockhart Power Co,Lockhart Power Company,2022,residential,billed,RA,21029,2734274,1364,15417.15527,0.129999995,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001153_002
269944,252,Lockhart Power Company,167,Lockhart Power Co,Lockhart Power Company,2022,residential,billed,R (INCLUDING SOLAR - NET),42523,5948240,3559,11948.01953,0.139899999,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001153_001
269945,252,Lockhart Power Company,167,Lockhart Power Co,Lockhart Power Company,2022,residential,billed,,63552,8682514,4923,12909.20215,0.136600003,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c001153_total
269946,173,Jersey Central Power & Light Company,156,Jersey Central Power & Lt Co,Jersey Central Power & Light Company,2022,residential,billed,Rate RS,9670949,1231661440,1009029,9584,0.127399996,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000312_rate_rs
269947,173,Jersey Central Power & Light Company,156,Jersey Central Power & Lt Co,Jersey Central Power & Light Company,2022,residential,billed,,9862047,1254599296,1023019,9640,0.127200007,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000312_total
269948,173,Jersey Central Power & Light Company,156,Jersey Central Power & Lt Co,Jersey Central Power & Light Company,2022,residential,billed,Rate RGT,14748,1733006,539,27362,0.1175,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000312_rate_rgt
269949,173,Jersey Central Power & Light Company,156,Jersey Central Power & Lt Co,Jersey Central Power & Light Company,2022,residential,billed,Other,3245,261167,188,17261,0.080499999,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000312_other
269950,173,Jersey Central Power & Light Company,156,Jersey Central Power & Lt Co,Jersey Central Power & Light Company,2022,residential,billed,Rate RT,172083,20756164,13172,13064,0.1206,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000312_rate_rt
269951,173,Jersey Central Power & Light Company,156,Jersey Central Power & Lt Co,Jersey Central Power & Light Company,2022,residential,billed,Rate OL,1022,187528,91,11231,0.183500007,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000312_rate_ol
269952,174,Ohio Edison Company,234,Ohio Edison Company,Ohio Edison Company,2022,residential,billed,,9462794,794009856,949688,9964,0.083899997,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000313_total
269953,175,"Cleveland Electric Illuminating Company, The",70,"Cleveland Electric Illuminating Company, The","Cleveland Electric Illuminating Company, The",2022,residential,billed,,5538043,457888736,672777,8232,0.082699999,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000314_total
269954,176,"Toledo Edison Company, The",324,"Toledo Edison Company, The","Toledo Edison Company, The",2022,residential,billed,RS-Residential Service,2603897,224201584,276233,9426,0.086099997,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000315_rsresidential_service
269955,176,"Toledo Edison Company, The",324,"Toledo Edison Company, The","Toledo Edison Company, The",2022,residential,billed,,2603897,224201584,276233,9426,0.086099997,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000315_total
269956,240,THE POTOMAC EDISON COMPANY,321,THE POTOMAC EDISON COMPANY,THE POTOMAC EDISON COMPANY,2022,residential,billed,MSL - Mercury Vapor,7,1615,2,3500,0.230700001,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000913_msl__mercury_vapor
269957,240,THE POTOMAC EDISON COMPANY,321,THE POTOMAC EDISON COMPANY,THE POTOMAC EDISON COMPANY,2022,residential,billed,MU - Outdoor Lighting,3,294,,,0.097999997,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000913_mu__outdoor_lighting
269958,240,THE POTOMAC EDISON COMPANY,321,THE POTOMAC EDISON COMPANY,THE POTOMAC EDISON COMPANY,2022,residential,billed,G - General Service,28,3082,5,5600,0.110100001,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000913_g__general_service
269959,240,THE POTOMAC EDISON COMPANY,321,THE POTOMAC EDISON COMPANY,THE POTOMAC EDISON COMPANY,2022,residential,billed,Y6 - Yard Lighting Service,51,16687,2,25500,0.327199996,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000913_y6__yard_lighting_service
269960,240,THE POTOMAC EDISON COMPANY,321,THE POTOMAC EDISON COMPANY,THE POTOMAC EDISON COMPANY,2022,residential,billed,Misc. Adjustments Not Maintained by Rate Code,,-10356887,,,,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000913_misc_adjustments_not_maintained_by_rate_code
269961,240,THE POTOMAC EDISON COMPANY,321,THE POTOMAC EDISON COMPANY,THE POTOMAC EDISON COMPANY,2022,residential,billed,OL- Outdoor Lighting,1803,321651,88,20489,0.178399995,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000913_ol_outdoor_lighting
269962,240,THE POTOMAC EDISON COMPANY,321,THE POTOMAC EDISON COMPANY,THE POTOMAC EDISON COMPANY,2022,residential,billed,R  - Residential,5321908,542649920,380698,13979,0.101999998,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000913_r__residential
269963,240,THE POTOMAC EDISON COMPANY,321,THE POTOMAC EDISON COMPANY,THE POTOMAC EDISON COMPANY,2022,residential,billed,E - General,1,287,,,0.287,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000913_e__general
269964,240,THE POTOMAC EDISON COMPANY,321,THE POTOMAC EDISON COMPANY,THE POTOMAC EDISON COMPANY,2022,residential,billed,AL - Area Lighting,1,329,,,0.328999996,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000913_al__area_lighting
269965,240,THE POTOMAC EDISON COMPANY,321,THE POTOMAC EDISON COMPANY,THE POTOMAC EDISON COMPANY,2022,residential,billed,EMU - Outdoor Lighting,1818,371630,84,21643,0.204400003,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000913_emu__outdoor_lighting
269966,240,THE POTOMAC EDISON COMPANY,321,THE POTOMAC EDISON COMPANY,THE POTOMAC EDISON COMPANY,2022,residential,billed,EM - Outdoor Lighting,,204,,,,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000913_em__outdoor_lighting
269967,240,THE POTOMAC EDISON COMPANY,321,THE POTOMAC EDISON COMPANY,THE POTOMAC EDISON COMPANY,2022,residential,billed,,5325620,533008800,380879,13982,0.100100003,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000913_total
269968,178,Pennsylvania Electric Company,250,Pennsylvania Electric Company,Pennsylvania Electric Company,2022,residential,billed,,4394277,631285312,501008,8771,0.143700004,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000317_total
269969,178,Pennsylvania Electric Company,250,Pennsylvania Electric Company,Pennsylvania Electric Company,2022,residential,billed,Rate GSV,14160,1799183,622,22765,0.127100006,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000317_rate_gsv
269970,178,Pennsylvania Electric Company,250,Pennsylvania Electric Company,Pennsylvania Electric Company,2022,residential,billed,Rate RS,4347936,625589824,496983,8749,0.143900007,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000317_rate_rs
269971,178,Pennsylvania Electric Company,250,Pennsylvania Electric Company,Pennsylvania Electric Company,2022,residential,billed,Rate RS_NY,32182,3896325,3403,9457,0.121100001,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000317_rate_rs_ny
269972,237,WEST PENN POWER COMPANY,358,WEST PENN POWER COMPANY,WEST PENN POWER COMPANY,2022,residential,billed,Rate RS10,7195846,776367040,631363,11397,0.107900001,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000905_rate_rs10
269973,237,WEST PENN POWER COMPANY,358,WEST PENN POWER COMPANY,WEST PENN POWER COMPANY,2022,residential,billed,,7214805,778170048,631990,11416,0.107900001,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000905_total
269974,237,WEST PENN POWER COMPANY,358,WEST PENN POWER COMPANY,WEST PENN POWER COMPANY,2022,residential,billed,Rate GS10V,18960,1803017,627,30239,0.095100001,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000905_rate_gs10v
269975,177,Pennsylvania Power Company,251,Pennsylvania Power Company,Pennsylvania Power Company,2022,residential,billed,Rate RS,1666221,217732624,148851,11194,0.130700007,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000316_rate_rs
269976,177,Pennsylvania Power Company,251,Pennsylvania Power Company,Pennsylvania Power Company,2022,residential,billed,,1668147,217979168,148927,11201,0.130700007,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000316_total
269977,177,Pennsylvania Power Company,251,Pennsylvania Power Company,Pennsylvania Power Company,2022,residential,billed,Rate GSPNP,1927,246531,76,25350,0.128000006,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000316_rate_gspnp
269978,179,Metropolitan Edison Company,180,Metropolitan Edison Company,Metropolitan Edison Company,2022,residential,billed,,5881023,727320896,515226,11414,0.1237,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000318_total
269979,179,Metropolitan Edison Company,180,Metropolitan Edison Company,Metropolitan Edison Company,2022,residential,billed,Rate GSV,10321,1081855,247,41785,0.104800001,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000318_rate_gsv
269980,179,Metropolitan Edison Company,180,Metropolitan Edison Company,Metropolitan Edison Company,2022,residential,billed,Rate RS,5870702,726239040,514979,11400,0.1237,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000318_rate_rs
269981,238,MONONGAHELA POWER COMPANY,191,Monongahela Power Co,MONONGAHELA POWER COMPANY,2022,residential,billed,MV - Street & Highway Lighting,2,235,,,0.1175,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000906_mv__street__highway_lighting
269982,238,MONONGAHELA POWER COMPANY,191,Monongahela Power Co,MONONGAHELA POWER COMPANY,2022,residential,billed,EM - Outdoor Lighting,,728,1,,0,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000906_em__outdoor_lighting
269983,238,MONONGAHELA POWER COMPANY,191,Monongahela Power Co,MONONGAHELA POWER COMPANY,2022,residential,billed,MU - Outdoor Lighting,15,1957,,,0.130500004,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000906_mu__outdoor_lighting
269984,238,MONONGAHELA POWER COMPANY,191,Monongahela Power Co,MONONGAHELA POWER COMPANY,2022,residential,billed,B - General Service <= 1 kV,41,4784,7,5857,0.116700001,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000906_b__general_service__1_kv
269985,238,MONONGAHELA POWER COMPANY,191,Monongahela Power Co,MONONGAHELA POWER COMPANY,2022,residential,billed,A  - Residential,3642149,395632736,333478,10922,0.108599998,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000906_a__residential
269986,238,MONONGAHELA POWER COMPANY,191,Monongahela Power Co,MONONGAHELA POWER COMPANY,2022,residential,billed,Misc. Adjustments Not Maintained by Rate Code,,10084095,,,0,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000906_misc_adjustments_not_maintained_by_rate_code
269987,238,MONONGAHELA POWER COMPANY,191,Monongahela Power Co,MONONGAHELA POWER COMPANY,2022,residential,billed,,3652456,407611648,334385,10923,0.111599997,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000906_total
269988,238,MONONGAHELA POWER COMPANY,191,Monongahela Power Co,MONONGAHELA POWER COMPANY,2022,residential,billed,SL-P- Private Outdoor Lighting,3300,546151,457,7221,0.1655,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000906_slp_private_outdoor_lighting
269989,238,MONONGAHELA POWER COMPANY,191,Monongahela Power Co,MONONGAHELA POWER COMPANY,2022,residential,billed,C - General Service <= 1 kV,18,3104,1,18000,0.172399998,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000906_c__general_service__1_kv
269990,238,MONONGAHELA POWER COMPANY,191,Monongahela Power Co,MONONGAHELA POWER COMPANY,2022,residential,billed,EMU - Outdoor Lighting,6638,1272277,427,15546,0.191699997,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000906_emu__outdoor_lighting
269991,238,MONONGAHELA POWER COMPANY,191,Monongahela Power Co,MONONGAHELA POWER COMPANY,2022,residential,billed,LIT - Outdoor Lighting,293,65582,14,20929,0.223800004,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000906_lit__outdoor_lighting
269992,168,South Carolina Electric & Gas Company,292,South Carolina Electric&Gas Company,South Carolina Electric & Gas Company,2022,residential,billed,E6N,6663,1260184,,8246,0.189099997,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000241_e6n
269993,168,South Carolina Electric & Gas Company,292,South Carolina Electric&Gas Company,South Carolina Electric & Gas Company,2022,residential,billed,5,971,143856,,14712,0.148200005,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000241_5
269994,168,South Carolina Electric & Gas Company,292,South Carolina Electric&Gas Company,South Carolina Electric & Gas Company,2022,residential,billed,E1N,4762,874437,,9105,0.183599994,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000241_e1n
269995,168,South Carolina Electric & Gas Company,292,South Carolina Electric&Gas Company,South Carolina Electric & Gas Company,2022,residential,billed,M5N,,0,,,0,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000241_m5n
269996,168,South Carolina Electric & Gas Company,292,South Carolina Electric&Gas Company,South Carolina Electric & Gas Company,2022,residential,billed,Residential Sales by Rate,,,,,,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000241_residential_sales_by_rate
269997,168,South Carolina Electric & Gas Company,292,South Carolina Electric&Gas Company,South Carolina Electric & Gas Company,2022,residential,billed,M6N,,-39,,,0,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000241_m6n
269998,168,South Carolina Electric & Gas Company,292,South Carolina Electric&Gas Company,South Carolina Electric & Gas Company,2022,residential,billed,,7921788,1301187584,,,,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000241_total
269999,168,South Carolina Electric & Gas Company,292,South Carolina Electric&Gas Company,South Carolina Electric & Gas Company,2022,residential,billed,E5N,48,7807,,12000,0.162599996,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000241_e5n
270000,168,South Carolina Electric & Gas Company,292,South Carolina Electric&Gas Company,South Carolina Electric & Gas Company,2022,residential,billed,8,7518446,1123407232,,12810,0.149399996,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000241_8
270001,168,South Carolina Electric & Gas Company,292,South Carolina Electric&Gas Company,South Carolina Electric & Gas Company,2022,residential,billed,E8N,79155,15913479,,7418,0.201000005,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000241_e8n
270002,168,South Carolina Electric & Gas Company,292,South Carolina Electric&Gas Company,South Carolina Electric & Gas Company,2022,residential,billed,Special (A),76306,21780156,,354,0.285400003,No,sales_of_electricity_by_rate_schedules_account_440_residential_304_2022_c000241_special_a
